company,description,location,title,salary,job site
Elexis Ventures,"Data science: 6 years (Preferred). In-depth knowledge of algorithms, design patterns and data structures. Use Machine Learning algorithms and techniques forâ€¦",Remote,Data Scientist,"$140,000 ",Simplyhired
Crowheart Energy,Demonstrated experience in using data science tools to analyze existing horizontal development to make recommendations for increased productivity.,"Denver, CO",Data Engineer,"$140,000 ",Simplyhired
All In Solutions,Interface with various database platforms to pull data and link them logically; know how to deal with the inherent structure of the data.,"Washington, DC",Statistician,"$140,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$140,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$140,000 ",Simplyhired
Davis Talent,Required prior data science experience in Payments or Financial Services. Experience with integration of data from multiple data sources.,Remote,Data Scientist ,"$140,000 ",Simplyhired
DuckDuckGo,"Significant experience with data science, with a focus on analytics. Confidence with pragmatic use and development of data structures and algorithms.",Remote,Data Engineer,"$144,000 ",Simplyhired
"Corporate Systems Associates, Inc.","Analyze/interpret data, draw business inferences and clearly articulate findings for target audience. Perform and manage a variety of advanced statisticalâ€¦","Hartford, CT",Data Scientist,"$144,000 ",Simplyhired
US National Highway Traffic Safety Administration,Experience in presenting data reports and recommendations based on the analytical findings. Experience in applying statistical and quantitative analyticalâ€¦,"Washington, DC",Statistician,"$144,128 ",Simplyhired
Tripoint Solutions,Conduct data analysis tasks in conjunction with client data SMEs. This position requires the applicant to parse disparate data sources to find the patterns andâ€¦,"Alexandria, VAÂ +1 location",Data Scientist,"$144,128 ",Simplyhired
Ibotta,Knowledge of cloud services (AWS preferred) and big data experience. Set the standard for machine learning best practices and data-driven decision making.,Colorado,Data Engineer,"$150,000 ",Simplyhired
Wellstone Technologies,"Expert experience with data pipelines, data tools, and data organization for analytics. Lead the data strategy, including data storage, data modeling, dataâ€¦","Bethesda, MD",Data Scientist ,"$150,000 ",Simplyhired
Generally Intelligent,"We have deterministic formatting, zero linter errors, wide type coverage with MyPy, etc. Some of us have been working remotely for decades now, and weâ€¦","San Francisco, CA",Data Engineer,"$150,000 ",Simplyhired
Jackson Lewis P.C,"At least 8 yearsâ€™ experience in data analytics or data science roles including 5 yearsâ€™ experience leading a high performing, collaborative data analytics team.","New York, NY",Data Scientist,"$150,000 ",Simplyhired
HK Tech,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company.",United States,Data Scientist,"$150,000 ",Simplyhired
"HK Consulting, Inc.","Problem-solving with product and business teams, advise executive team how to leverage data science across the company. Data science: 3 years (Required).",Remote,Data Scientist,"$150,000 ",Simplyhired
US Internal Revenue Service,Review statistical literature for data and research methodology appropriate for inclusion in the research process and also as a means of helping to evaluate theâ€¦,"Phoenix, AZ",Statistician,"$150,000 ",Simplyhired
US Department of Veterans Affairs,"This position drives agency innovation and delivers expert business intelligence with respect to data governance, data visualization, data analysis andâ€¦",Remote,Data Scientist,"$150,000 ",Simplyhired
"US Veterans Affairs, Inspector General","Apply standard statistical and/or data management software package(s) to execute data processing, data modeling, and technically complicated data analysis withâ€¦","Salt Lake City, UT",Statistician,"$150,000 ",Simplyhired
Nengu Tech Limited,Experience in data training means it will be advantage. Should be working in both natural language processing and machine learning processing.,Remote,Data Engineer,"$150,000 ",Simplyhired
"US Air Force Elements, U.S. Transportation Command","Determining sources of data, plans, and using advanced predictive analysis, data visualization, modeling, machine learning, and data science methods to validateâ€¦","Scott AFB, IL",Data Scientist,"$150,000 ",Simplyhired
PrimeNeuro,"Ph.D. or Masterâ€™s in data science, bioinformatics, or a closely related field or B.S. with 3-5 years of post-degree work experience.","Durham, NCÂ +3 locations",Data Scientist,"$150,000 ",Simplyhired
Liberty Mutual Insurance,"Experience bridging the gap between engineering and data science groups. Our group excels in the â€˜how' of data science â€“ how to write repeatable code, how toâ€¦",Remote,Data Scientist ,"$155,000 ",Simplyhired
Clarify Health Solutions.,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",Remote,Data Scientist,"$155,000 ",Simplyhired
Indeed,"Deploy data science solutions: Java, Python, C++. 5+ years of recent professional industry experience in data science/software engineering.","Denver, COÂ +3 locations",Data Scientist ,"$157,000 ",Simplyhired
SFL Scientific,"Manage scope and evaluate priorities to efficiently balance resources for data science projects. In this role, you will work with the data science team toâ€¦",Remote,Data Scientist ,"$157,000 ",Simplyhired
IBM,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦","Austin, TX",Data Scientist,"$169,000 ",Simplyhired
Allstate,"Begin to manage analytical initiatives, develop junior data scientists and communicate analyses with leaders and key business stakeholders.","Northbrook, IL",Data Scientist ,"$169,000 ",Simplyhired
US National Science Foundation,These programs support research and education that expand the knowledge base of the mathematical and statistical sciences through awards to individualâ€¦,"Alexandria, VA",Data Scientist,"$174,225 ",Simplyhired
Prince William County Service Authority,Strong technical skills related to the management of GIS data. Responsible for management of Geospatial data related projects including gathering ofâ€¦,"Woodbridge, VA",Data Scientist,"$174,225 ",Simplyhired
