,title,jobtype,description,location,salary,job site
1866,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…","New York, NY 10019 (Midtown area)",,Indeed
1867,Postdoctoral Researcher,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,"Princeton, NJ 08544",,Indeed
1868,Data Scientist,Remote,"Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",Remote•Remote,"$123,000.00 ",Indeed
1869,Data Scientist,,"The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical…","Chicago, IL",,Indeed
1870,Postdoctoral Researcher,,"Research design and data analysis.Our MIDS program trains data scientists to manage and analyze the coming onslaught of big data, in a unique high-touch online…","Berkeley, CA 94720","$62,500.00 ",Indeed
1871,Data Analyst ,,Work experience related to data analytics implementation is highly desirable.Candidate must have at least a master’s degree in Data Analytics/Statistics/Data…,"St. Louis, MO 63108 (Central West End area)",,Indeed
1872,Data Scientist,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,"San Antonio, TX+1 location",,Indeed
1873,Telecommuter,Remote,"Experience deploying data science models in a production setting.Experience building robust data pipelines using a variety of data sources, programming…","Eden Prairie, MN 55346•Remote",,Indeed
1874,Machine learning Engineer,,"Recent graduate with a PhD in control systems, electrical, mechanical engineering, computer science, material science, mathematics, physics or other appropriate…","Adelphi, MD",,Indeed
1875,Data Scientist,,"Proven track record of research and peer-reviewed publications in engineering, computer science, or another relevant field of study.","Silver Spring, MD",,Indeed
1876,Data Scientist,,"Expertise in at least one of the following functional areas as applied to the life insurance industry: predictive analytics / data science, experience studies,…","Atlanta, GA",,Indeed
1877, Data Scientist,,"Experience with multiple data platforms and terabyte level database, and data transformation and cleansing.Lead and contribute to projects that have advanced…","Woonsocket, RI",,Indeed
1878,Data Analyst ,,"Performs queries to provide complaint data and ad hoc trend analysis on reported product problems/complaints.Responsible for receiving, reviewing, and entering…","Lawrence, MA 01843",,Indeed
1879,Data Scientist,,Provide scalable solutions for handling large data volumes (Terabytes of data).Understanding of maintaining the security of company data; devise and implement…,"Horsham, PA 19044",,Indeed
1880,Statistician,,"Oversees or partners in the development of data quality assurance checks, ensuring accuracy and consistency of data released for statistical analysis.","San Francisco, CA+2 locations",,Indeed
1881,Postdoctoral Researcher,,"Skilled with data science tools, including Hail or R (tidyverse).A strong background in computer science and/or computational biology is required; and…","Cambridge, MA 02142 (MIT area)",,Indeed
1882,Data Scientist,Remote,Claims data as well as data from CMS are utilized to project revenue generated from specific programs.Experience in managing data to support and influence…,"Louisville, KY•Remote",,Indeed
1883,Data Engineer,,"Working knowledge of data science.Understands Data Architecture, data profiling, data quality.Automated tests and tie outs, self-healing data jobs.","Austin, TX+2 locations",,Indeed
1884,Data Analyst ,,"Master’s degree or equivalent in data analytics or data science, data informatics, computer science or data science related field.","Thousand Oaks, CA",,Indeed
1885,Data Scientist,,"Foundation in data science, machine learning, and analytics, including statistical data analysis and A/B testing.","Santa Clara Valley, CA 95014",,Indeed
1886,Data Analyst ,,"Develop and implement data processing, including data curation and normalization.Based in our Elyria, OH location, you will directly support two major projects…","Elyria, OH",,Indeed
1887,Data Analyst ,Remote,"3+ years’ hands-on experience in digital data analytics related roles, experience in analyzing large data set.Health benefits and 401K offered.",Remote•Remote,,Indeed
1888,Data Analyst ,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…","Redmond, WA",,Indeed
1889, Data Scientist,Remote,"Lead RDNA's data strategy including data storage, data modeling, data engineering for use in analytics, data process automation, and business continuity.",Maryland•Remote,"$165,000.00 ",Indeed
1890,Data Engineer,,The marketing and data science team requires an experienced and all-purpose data engineer to architect and manage a data warehouse (e.g. a datalake) along with…,"Philadelphia, NY",,Indeed
1891,Data Scientist,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,"Rockville, MD 20852",,Indeed
1892, Data Engineer,,,"San Diego, CA",,Indeed
1893,Data Engineer,Remote,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",Remote•Remote,,Indeed
1894,Data Engineer,Remote,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,New York State•Remote,,Indeed
1895,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1896,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…","New York, NY 10019 (Midtown area)",,Indeed
1897,Postdoctoral Researcher,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,"Princeton, NJ 08544",,Indeed
1898,Data Scientist,Remote,"Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",Remote•Remote,"$123,000.00 ",Indeed
